code,name,lat,lon
E40000007,East of England,52.17660904,0.42588899
E40000003,London,51.49227142,-0.30866
E40000008,Midlands,52.72694016,-1.45820999
E40000009,North East and Yorkshire,54.19150925,-1.72493005
E40000010,North West,53.89651108,-2.59959006
E40000005,South East,51.43412018,-0.96956998
E40000006,South West,50.81119156,-3.63343
