MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
470.35776,403.90112,1347.025148243343,999.25116,0.8181580070941118,0.8230064534297724,0.0148547171875,0.569094692946559,0.5640046726657374,0.5829404592514038,0.5932990502803883,398.91898
