MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
653.5042,560.7679,1842.1596700612029,1379.1682,0.4768415590859887,0.4583989971534878,0.05447236875,0.19409292130784195,0.15510888773913956,0.2150227427482605,0.1976107473069049,509.66635
