MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak,model,timestamp,dataset,window,horizon,mae,rmse,rmse_states,pcc,pcc_states,R2_states
391.8414,342.11163,1087.471378933717,793.99036,0.8848976597214671,0.8974981465136349,0.049656996875,0.7191553859333716,0.7286986763458918,0.7200556993484497,0.7345817659763579,282.36823,,,,,,,,,,,
,342.11163330078125,,,,,0.049656996875,0.7191553859333716,,0.7200556993484497,0.7345817659763579,1051.6883544921875,MSTAGAT-Net,20250425_004025,japan,20.0,5.0,391.8414,1087.471378933717,793.99036,0.8848976597214671,0.8974981465136349,0.7286986763458918
,342.11163330078125,,,,,0.049656996875,0.7191553859333716,,0.7200556993484497,0.7345817659763579,1051.6883544921875,MSTAGAT-Net,20250425_142337,japan,20.0,5.0,391.8414001464844,1087.471378933717,793.9903564453125,0.8848976597214671,0.8974981465136349,0.7286986763458918
,342.11163330078125,,,,,0.049656996875,0.7191553859333716,,0.7200556993484497,0.7345817659763579,1051.6883544921875,MSTAGAT-Net,20250425_144818,japan,20.0,5.0,391.8414001464844,1087.471378933717,793.9903564453125,0.8848976597214671,0.8974981465136349,0.7286986763458918
