model,timestamp,dataset,window,horizon,loss,mae,std_mae,rmse,rmse_states,pcc,pcc_states,r2,r2_states,peak_mae
MSTAGAT-Net,20250501_122904,japan,20,15,6.336329850201187e-05,629.5576,530.9045,1682.8833887111728,1251.0255,0.6898730443033221,0.7128213261569986,0.3274284579788186,0.31320457175655175,1572.3853
