model,timestamp,loss,mae,std_mae,rmse,rmse_states,pcc,pcc_states,r2,r2_states,peak_mae,dataset,window,horizon
MSAGATNet,20250422_184535,8.161649855255719e-05,1221.8501,982.50745,2016.3121038172637,1532.402,0.3654920178288579,0.3208627073818713,0.034514005873046094,-0.06935531194262752,487.11026,japan,20,5
