MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
339.20764,294.01508,1076.4651643225618,781.93384,0.8975727962419415,0.9092756164098587,0.0146577828125,0.724811412863177,0.7371726231697395,0.7322096228599548,0.7558362902478969,289.5692
