MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
657.61816,561.93524,1834.8265585607812,1371.7292,0.48173831916473187,0.468611359446769,0.0807367125,0.20049628378700968,0.16667403128271596,0.2208884358406067,0.2071093980302202,510.3865
