,MAE,RMSE,PCC,R2,MAE_change,RMSE_change,PCC_change,R2_change
none,462.10046,1337.8910176094314,0.8269026634215679,0.5749187790096215,0.0,0.0,0.0,0.0
no_eagam,469.64532,1376.0839363934165,0.8283414459060472,0.5503027257322699,1.632731549325882,2.8547107560546223,0.17399659574512072,-4.281657544698093
no_dmtm,470.35776,1347.025148243343,0.8181580070941118,0.569094692946559,1.7869058169732155,0.6827260601713746,-1.0575194293452133,-1.013027626805879
no_ppm,445.68005,1289.6608081197164,0.8512983616880017,0.6050142221953361,-3.553428620261491,-3.6049430674774703,2.9502502949366387,5.234729545199095
