model,timestamp,dataset,window,horizon,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
EnhancedMSAGAT-Net,20250501_212953,japan,20,3,376.53958,329.72034,1140.872363588495,832.4519,0.8761850228603333,0.889823032630887,0.028980715625,0.6908960527134547,0.7044619870677017,0.6983072757720947,0.7225525772317927,1175.2511
EnhancedMSAGAT-Net,20250501_222619,japan,20,3,387.9186096191406,351.1764831542969,1116.175725412446,805.687255859375,0.871905498088522,0.8899644202796643,0.0666678375,0.7041336572922212,0.725893648301603,0.7057803869247437,0.73079991594274,1099.693115234375
