model,timestamp,loss,mae,std_mae,rmse,rmse_states,pcc,pcc_states,r2,r2_states,peak_mae,dataset,window,horizon
MSAGATNET,20250501_112122,5.0848487456786936e-05,726.6416,416.2456,1237.6196911814227,1064.4993,0.5417019450056166,0.3517780687888471,0.24580114201691594,-0.636235200984095,545.225,region785,20,15
