number,value,datetime_start,datetime_complete,duration,params_attention_reg_weight,params_attn_heads,params_dropout,params_hidden_dim,params_kernel_size,params_low_rank_dim,params_lr,params_num_scales,params_temp_conv_out_channels,params_weight_decay,user_attrs_beats_target,user_attrs_best_efficiency,user_attrs_best_pcc,user_attrs_best_pcc_epoch,user_attrs_best_rmse,user_attrs_best_rmse_epoch,user_attrs_epochs_trained,user_attrs_final_pcc,user_attrs_final_rmse,user_attrs_param_count,user_attrs_test_pcc,user_attrs_test_rmse,state
176,637.1551624003996,2025-04-04 02:41:46.828262,2025-04-04 02:42:18.027604,0 days 00:00:31.199342,0.001,4,0.2748411399536125,24,7,8,0.0001,5,16,1e-06,False,637.1551624003996,0.7411822629301568,82.0,910.0188598632812,82.0,182.0,0.6625411193096686,1046.9000244140625,32348,0.7524909833109044,1051.857666015625,COMPLETE
177,575.7272250387184,2025-04-04 02:42:18.029358,2025-04-04 02:42:56.221635,0 days 00:00:38.192277,0.001,4,0.28636381410914036,24,7,6,0.0001,5,16,1e-05,False,575.7272250387184,0.8036061407403639,116.0,822.279052734375,130.0,230.0,0.7210281392732587,973.7244873046875,30818,0.7971399867596874,944.872314453125,COMPLETE
178,871.5004990764352,2025-04-04 02:42:56.223081,2025-04-04 02:43:07.571084,0 days 00:00:11.348003,0.001,4,0.2838516328963664,16,7,6,0.0005,5,8,1e-05,,,,,,,,,,15882,,,PRUNED
179,636.2142337594117,2025-04-04 02:43:07.571641,2025-04-04 02:43:47.613927,0 days 00:00:40.042286,0.001,2,0.27974122695177034,24,7,6,0.0001,5,16,1e-05,False,636.2142337594117,0.7782156574858246,133.0,908.6765747070312,148.0,248.0,0.6746570879206971,1003.4130249023438,30578,0.7395089082001518,1086.97314453125,COMPLETE
180,919.8465116950786,2025-04-04 02:43:47.615530,2025-04-04 02:44:11.552520,0 days 00:00:23.936990,0.0001,4,0.27108601284321593,24,7,16,0.0001,5,16,1e-05,,,,,,,,,,38468,,,PRUNED
181,575.1661605528875,2025-04-04 02:44:11.553182,2025-04-04 02:44:48.058824,0 days 00:00:36.505642,0.001,4,0.2878528166557883,24,7,6,0.0001,5,16,1e-05,False,575.1661605528875,0.8067582051399889,117.0,821.4786376953125,130.0,230.0,0.7237995895196279,972.0130004882812,30818,0.8013388516006248,947.8722534179688,COMPLETE
182,610.6374784112263,2025-04-04 02:44:48.060399,2025-04-04 02:45:19.648742,0 days 00:00:31.588343,0.001,4,0.13317191016429886,24,7,6,0.0001,5,16,1e-05,False,610.6374784112263,0.7829877990595188,104.0,872.1485595703125,99.0,199.0,0.702461463717426,955.7498168945312,30818,0.8016210060025731,1000.5137939453125,COMPLETE
183,579.8696572672328,2025-04-04 02:45:19.650080,2025-04-04 02:45:56.083042,0 days 00:00:36.432962,0.001,4,0.2987653816932963,24,7,6,0.0001,5,16,1e-05,False,579.8696572672328,0.7969436864321745,116.0,828.194091796875,130.0,230.0,0.7118282258054741,984.6006469726562,30818,0.7878769999616725,944.1793212890625,COMPLETE
184,573.438225925638,2025-04-04 02:45:56.084628,2025-04-04 02:46:32.706512,0 days 00:00:36.621884,0.001,4,0.2871787846288241,24,7,6,0.0001,5,16,1e-05,False,573.438225925638,0.8057860077098068,117.0,819.0098266601562,130.0,230.0,0.7193236854153572,977.0365600585938,30818,0.8005270073921131,941.2974243164062,COMPLETE
185,582.7061863941949,2025-04-04 02:46:32.708131,2025-04-04 02:47:09.228713,0 days 00:00:36.520582,0.001,4,0.28289477235291,24,7,6,0.0001,5,24,1e-05,False,582.7061863941949,0.8007933372521537,117.0,832.248291015625,130.0,230.0,0.7194309512582588,971.2150268554688,30818,0.7948486036652449,958.7841796875,COMPLETE
186,580.1811743206965,2025-04-04 02:47:09.230325,2025-04-04 02:47:41.037439,0 days 00:00:31.807114,0.001,4,0.27780027546358105,24,7,6,0.0001,5,16,1e-05,False,580.1811743206965,0.8045403187925249,117.0,828.6439819335938,99.0,199.0,0.721668390263195,940.99560546875,30818,0.8093519005465291,952.1093139648438,COMPLETE
187,584.0161602815534,2025-04-04 02:47:41.039063,2025-04-04 02:48:17.581307,0 days 00:00:36.542244,0.001,4,0.2966637271432482,24,7,6,0.0001,5,16,1e-05,False,584.0161602815534,0.7983421314210284,117.0,834.1182250976562,130.0,230.0,0.7220497888993653,970.9447631835938,30818,0.7892908246559882,957.471923828125,COMPLETE
188,574.819304766659,2025-04-04 02:48:17.582742,2025-04-04 02:48:54.363140,0 days 00:00:36.780398,0.001,4,0.28549511035112396,24,7,6,0.0001,5,16,1e-05,False,574.819304766659,0.804388927047404,116.0,820.98193359375,130.0,230.0,0.7126590045588699,982.1600952148438,30818,0.7978682677666891,940.5462646484375,COMPLETE
189,613.7012213118134,2025-04-04 02:48:54.364813,2025-04-04 02:49:34.530882,0 days 00:00:40.166069,0.001,4,0.2634922395565632,24,7,4,0.0001,5,16,1e-05,False,613.7012213118134,0.8202738308983131,110.0,876.5235595703125,153.0,253.0,0.7551707615021218,983.573974609375,29288,0.7414800711409864,1063.144775390625,COMPLETE
190,,2025-04-04 02:49:34.532267,2025-04-04 02:49:34.601889,0 days 00:00:00.069622,0.001,4,0.28634010651727204,48,7,6,0.0002,5,16,1e-05,,,,,,,,,,108650,,,PRUNED
191,576.4812278784996,2025-04-04 02:49:34.602317,2025-04-04 02:50:12.404960,0 days 00:00:37.802643,0.001,4,0.28598744624763056,24,7,6,0.0001,5,16,1e-05,False,576.4812278784996,0.8038942810636557,116.0,823.3562622070312,130.0,230.0,0.7215311845257149,972.3569946289062,30818,0.7974053168492434,947.4813232421875,COMPLETE
192,575.4307208407644,2025-04-04 02:50:12.406849,2025-04-04 02:50:50.437242,0 days 00:00:38.030393,0.001,4,0.2854067362318943,24,7,6,0.0001,5,16,1e-05,False,575.4307208407644,0.8049818921011391,117.0,821.8555908203125,130.0,230.0,0.7171631764635483,980.0834350585938,30818,0.7978645707589284,943.3820190429688,COMPLETE
193,580.9017045750078,2025-04-04 02:50:50.439058,2025-04-04 02:51:22.698521,0 days 00:00:32.259463,0.001,4,0.27750711259780503,24,7,6,0.0001,5,16,1e-05,False,580.9017045750078,0.8007043724447936,117.0,829.6731567382812,99.0,199.0,0.7196656596511535,949.6404418945312,30818,0.8113038969722585,953.1311645507812,COMPLETE
194,575.2791816846595,2025-04-04 02:51:22.700095,2025-04-04 02:51:59.520099,0 days 00:00:36.820004,0.001,4,0.2858728546528229,24,7,6,0.0001,5,16,1e-05,False,575.2791816846595,0.8035087930592731,117.0,821.638916015625,130.0,230.0,0.7149248022555342,982.6270751953125,30818,0.7969026962998629,943.5286865234375,COMPLETE
195,586.1412816572448,2025-04-04 02:51:59.521694,2025-04-04 02:52:37.801131,0 days 00:00:38.279437,0.001,4,0.272151122739679,24,7,6,0.0001,5,16,1e-05,False,586.1412816572448,0.7981622847216467,117.0,837.1544189453125,130.0,230.0,0.7137855345315505,974.6209106445312,30818,0.7909902287473318,962.6672973632812,COMPLETE
196,577.068276767114,2025-04-04 02:52:37.802521,2025-04-04 02:53:14.647687,0 days 00:00:36.845166,0.001,4,0.28395204381766986,24,7,6,0.0001,5,16,1e-05,False,577.068276767114,0.8029416960074198,117.0,824.1954345703125,130.0,230.0,0.724114260764725,972.8394775390625,30818,0.7981434341996958,951.9242553710938,COMPLETE
197,600.0892218471405,2025-04-04 02:53:14.649294,2025-04-04 02:53:44.436037,0 days 00:00:29.786743,0.001,4,0.2783504655275602,24,5,6,0.0001,5,16,1e-05,False,600.0892218471405,0.796090645422458,103.0,857.0834350585938,86.0,186.0,0.6769804113571456,1026.6102294921875,25056,0.795017573215697,955.4492797851562,COMPLETE
198,588.965664939655,2025-04-04 02:53:44.437547,2025-04-04 02:54:29.316145,0 days 00:00:44.878598,0.001,4,0.3018714760642182,24,7,6,5e-05,5,16,1e-05,False,588.965664939655,0.8099841847067561,191.0,841.1957397460938,178.0,278.0,0.7803516526325892,935.3409423828125,30818,0.8108804268544038,997.2932739257812,COMPLETE
199,618.0391603876526,2025-04-04 02:54:29.317815,2025-04-04 02:54:59.979084,0 days 00:00:30.661269,0.001,8,0.2868439068384117,24,3,6,0.0001,5,16,1e-05,False,618.0391603876526,0.8173646436249984,93.0,882.7381591796875,93.0,193.0,0.6984905685296638,1011.7628784179688,19774,0.8104978922228186,1039.3519287109375,COMPLETE
