number,value,datetime_start,datetime_complete,duration,params_attention_reg_weight,params_attn_heads,params_dropout,params_hidden_dim,params_kernel_size,params_low_rank_dim,params_lr,params_num_scales,params_temp_conv_out_channels,params_weight_decay,user_attrs_beats_target,user_attrs_best_efficiency,user_attrs_best_pcc,user_attrs_best_pcc_epoch,user_attrs_best_rmse,user_attrs_best_rmse_epoch,user_attrs_epochs_trained,user_attrs_final_pcc,user_attrs_final_rmse,user_attrs_param_count,user_attrs_test_pcc,user_attrs_test_rmse,state
0,889.9348217811486,2025-04-04 00:50:21.593654,2025-04-04 00:51:07.124134,0 days 00:00:45.530480,1e-06,2,0.10081964924184489,16,7,12,0.0002,4,16,0.0001,,,,,,,,,,17431,,,PRUNED
1,622.714231791458,2025-04-04 00:51:07.124831,2025-04-04 00:53:17.200415,0 days 00:02:10.075584,0.0,2,0.1704240827204746,48,3,6,0.0001,2,12,1e-05,False,622.714231791458,0.7560755239817373,142.0,889.38427734375,112.0,212.0,0.6467155052271345,1009.5999145507812,41155,0.7801220211053852,966.3060913085938,COMPLETE
2,,2025-04-04 00:53:17.201814,2025-04-04 00:58:22.141778,0 days 00:05:04.939964,0.0,8,0.216881920766793,24,3,8,5e-05,5,16,0.0001,,,,,,,,,,21464,,,FAIL
