model,timestamp,dataset,window,horizon,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,20250505_155841,australia-covid,20,3,135.29504,292.7818,366.67072677676356,152.81065,0.9967886796719724,0.7724885783584395,0.015031584375,0.9641291623063994,-162.8836830670954,0.9664511680603027,-8.13779205083847,468.20123
