model,timestamp,dataset,window,horizon,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,20250505_182843,ltla_timeseries,20,14,100.303696,74.097984,194.86296266543317,156.75858,0.5727047759698048,0.4023533125336373,5.5277299880981444e-08,0.19496372676213447,-0.25962416310453423,0.30998051166534424,0.14000591171044174,106.23074
