,MAE,RMSE,PCC,R2,MAE_CHANGE,RMSE_CHANGE,PCC_CHANGE,R2_CHANGE
none,308.93277,650.1189554612295,0.910264849122188,0.7918879986580901,,,,
no_agam,321.89725,641.4577879720536,0.9069195056115305,0.7973961702873029,4.196537647980815,-1.3322434942742456,-0.3675132038640833,0.6955745810704018
no_mtfm,329.99158,623.8563286126061,0.9033784797579814,0.8083624413808472,6.816631981126506,-4.039664837951262,-0.756523705254297,2.0804006059789026
no_pprm,410.6786,766.8932862530484,0.8509563524879405,0.7104114885592174,32.934618752164106,17.961994464378122,-6.515520915856682,-10.288893156221633
