,MAE,RMSE,PCC,R2,MAE_CHANGE,RMSE_CHANGE,PCC_CHANGE,R2_CHANGE
none,94.08038,198.83553583929609,0.9024617831895188,0.7998866718128318,,,,
no_agam,98.74231,215.07344312466847,0.8833592144725022,0.7658675884099178,4.955262723216039,8.16650163504791,-2.116717746152467,-4.252987904625854
no_mtfm,94.08236,204.13294151728672,0.8930508161725162,0.7890817386585776,0.00210458333606751,2.664214751970763,-1.0428105868086583,-1.3508080000591034
no_pprm,95.10191,210.71500302541344,0.8847210552063394,0.7752607593420873,1.0858055632853507,5.974519160256464,-1.9658148758919574,-3.0786751846900167
