,MAE,RMSE,PCC,R2,MAE_CHANGE,RMSE_CHANGE,PCC_CHANGE,R2_CHANGE
none,106.41995,196.08480308274784,0.5166343551999448,0.1848364737890448,,,,
no_agam,136.12248,234.91953409625177,0.5641524609921209,-0.170024957756776,27.910678401934973,19.80506923686261,9.197627938193522,-191.98669195065185
no_mtfm,100.303696,194.8629626654332,0.5727047759698048,0.1949637267621344,-5.747281407292522,-0.6231183641493223,10.853018233400286,5.479033853809552
no_pprm,112.396164,205.952654981066,0.4797149312338935,0.1007268380930933,5.615689539414366,5.03244093534057,-7.146141868897387,-45.50489087556736
