model,timestamp,dataset,window,horizon,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,20250503_143506,nhs_timeseries,20,7,19.686752,9.918707,23.139428828385245,20.91449,0.958350564645593,0.9647879563820227,7.992598414421083e-08,0.6704720096527177,0.3543783933336447,0.8950045108795166,0.9218465515545436,6.421423
MSTAGAT-Net,20250503_143616,nhs_timeseries,20,7,18.452478408813477,10.903010368347168,22.279871401732425,19.512205123901367,0.9618795396644887,0.9688525545090387,7.051923274993897e-08,0.6944991693079587,0.45222828976905316,0.8973990678787231,0.9369731289999825,3.9984121322631836
