dataset,horizon,seed,method,wis,wis_dispersion,wis_overprediction,wis_underprediction,cov50,cov90,cov95
australia-covid,3,45,raw,29.64205211590704,20.21202148427383,7.197596191648417,0.7587515535585074,0.49776785714285715,0.9129464285714286,0.9776785714285714
australia-covid,3,45,identity,19.403228963240167,9.049653099541153,8.456277006629692,0.6310813113561142,0.5736607142857143,0.9397321428571429,0.9743303571428571
australia-covid,3,45,adjacency,26.457537825884163,15.859804270427086,8.533278911316664,0.6474833233362955,0.578125,0.9397321428571429,0.9787946428571429
australia-covid,3,45,uniform,27.096556911417025,16.457026494784014,8.53038135157632,0.6686089618004257,0.5613839285714286,0.9397321428571429,0.9810267857142857
australia-covid,7,1000,raw,103.10776637818323,62.25141449562552,32.51425208492054,0.7987741464575441,0.5669642857142857,0.8716517857142857,0.9709821428571429
australia-covid,7,1000,identity,63.33749492594058,28.10922272713994,29.346782973504727,0.7595710349008904,0.5725446428571429,0.8995535714285714,0.9776785714285714
australia-covid,7,1000,adjacency,92.45699209231535,50.01304041972152,34.74061774194634,0.7641595088014876,0.5970982142857143,0.9263392857142857,0.9787946428571429
australia-covid,7,1000,uniform,94.25558644215437,51.7788210829665,34.582379958494016,0.7753016640842886,0.5803571428571429,0.9252232142857143,0.9799107142857143
australia-covid,7,123,raw,106.74638738723947,49.07058939695047,49.61742559184107,0.753880405312647,0.4955357142857143,0.9296875,0.9743303571428571
australia-covid,7,123,identity,72.39094136503681,28.88383244004251,37.78127721732956,0.6620307414682571,0.5491071428571429,0.9386160714285714,0.9765625
australia-covid,7,123,adjacency,102.99408726196175,48.81118642158858,46.20294884338929,0.6754623143731252,0.5591517857142857,0.9408482142857143,0.9765625
australia-covid,7,123,uniform,103.79942612050911,49.11819551574193,46.680536840041604,0.6961863578198858,0.5502232142857143,0.9419642857142857,0.9799107142857143
australia-covid,7,30,raw,70.49798558651018,45.77271032934459,20.405086540599694,0.6162339705765618,0.49888392857142855,0.9040178571428571,0.9654017857142857
australia-covid,7,30,identity,50.910593381873596,14.374723507596515,32.5553747485305,0.4940905897120326,0.5446428571428571,0.9185267857142857,0.9709821428571429
australia-covid,7,30,adjacency,63.058123128616444,28.75075863817504,30.09466928045803,0.538144002304129,0.5446428571428571,0.9274553571428571,0.9754464285714286
australia-covid,7,30,uniform,64.63185299793976,30.9149222467687,29.480885427983146,0.5520596649173809,0.5323660714285714,0.9330357142857143,0.9776785714285714
australia-covid,7,30,attention,64.65805867756093,30.932403194585998,29.489150340449044,0.5522192998656205,0.5345982142857143,0.9330357142857143,0.9776785714285714
australia-covid,7,42,raw,81.58475115243971,54.58032293564264,20.919092845391507,0.9456462069466618,0.5357142857142857,0.9196428571428571,0.96875
australia-covid,7,42,identity,54.32116438311606,17.09689581155852,32.62291700293466,0.7861611755414408,0.5435267857142857,0.9386160714285714,0.9743303571428571
australia-covid,7,42,adjacency,67.7419261542688,34.66827282992649,28.260084950336203,0.8288750007100727,0.5457589285714286,0.9464285714285714,0.9754464285714286
australia-covid,7,42,uniform,69.65044974969601,37.31895902497538,27.39829189497515,0.8496054457558423,0.5424107142857143,0.9441964285714286,0.9765625
australia-covid,7,42,attention,69.52560707950988,37.095007318733785,27.51664680504003,0.84635069924667,0.5446428571428571,0.9453125,0.9765625
australia-covid,7,45,raw,101.52591802810123,73.60580922971029,21.56875675301189,0.5668110167202743,0.7008928571428571,0.8604910714285714,0.9341517857142857
australia-covid,7,45,identity,58.24720420649906,24.020200738532772,29.569950571329976,0.5860865146199369,0.6015625,0.9263392857142857,0.9620535714285714
australia-covid,7,45,adjacency,78.00258233520312,45.16479685235398,27.221811473439015,0.5888157117163172,0.6160714285714286,0.9274553571428571,0.9631696428571429
australia-covid,7,45,uniform,80.33125917791303,47.6271066528199,26.87288132713101,0.5784057262151137,0.6328125,0.9241071428571429,0.9598214285714286
australia-covid,7,45,attention,80.17893062953571,47.51172522223127,26.858930613857158,0.5787928825163322,0.6316964285714286,0.9263392857142857,0.9587053571428571
japan,10,1000,raw,504.90721106205694,326.12722182048947,115.20509499705923,31.183562349709145,0.558966565349544,0.9525835866261398,0.9826747720364741
japan,10,1000,identity,505.05475910619356,322.628552904369,116.55661955598765,33.48757783248242,0.5288753799392097,0.9446808510638298,0.9820668693009118
japan,10,1000,adjacency,504.9718524458088,323.3531067180211,116.16132186423272,33.0722393911676,0.5282674772036474,0.9452887537993921,0.9826747720364741
