,MAE,RMSE,PCC,R2,MAE_CHANGE,RMSE_CHANGE,PCC_CHANGE,R2_CHANGE
none,21.423151,25.369218139389048,0.9555194074795186,0.6039032885815543,,,,
no_agam,8.042554,11.005855042423724,0.9637512740851196,0.9254522388548414,-62.45858510729818,-56.61728721022077,0.8615070024914689,53.24510668397585
no_mtfm,10.331738,13.174590675901056,0.9715162471247712,0.8931778604845393,-51.77302349220243,-48.06859792243352,1.6741512019571994,47.90081083718421
no_pprm,8.095782,11.080141989559026,0.9694871077247876,0.9244424812712208,-62.21012492513356,-56.324464046624875,1.461791370843344,53.077901503492
