MAE,RMSE,PCC,R2,MAE_CHANGE,RMSE_CHANGE,PCC_CHANGE,R2_CHANGE,dataset,window,horizon,ablation
106.46712493896484,203.0709735843604,0.5736169,0.1257159113883972,-1.39261462438262,1.6733356951061136,9.559415284723077,-18.502265454199826,ltla_timeseries,20,14,no_mtfm
113.52762603759766,209.52180487660468,0.47084877,0.0692879557609558,5.146657974337231,4.903130302932633,-10.069044463768302,-55.08276268720041,ltla_timeseries,20,14,no_pprm
107.97074127197266,199.72883961761755,0.52356696,0.1542569398880005,,,,,ltla_timeseries,20,14,none
8.46889591217041,10.190531835331957,0.9885167,0.9360882639884948,-10.12347105935774,-9.580610349688278,0.592948013119826,1.547082806791371,nhs_timeseries,20,3,no_agam
5.830837249755859,7.544276957212594,0.99003017,0.9649714231491088,-38.11998420328296,-33.06051844527184,0.7469609994754618,4.680334945331861,nhs_timeseries,20,3,no_mtfm
10.341476440429688,15.337834789349852,0.9394311,0.8552178144454956,9.74937184569172,36.09080297477476,-4.402076561571528,-7.225763250881575,nhs_timeseries,20,3,no_pprm
9.422811508178713,11.270294872308757,0.98268986,0.9218268394470216,,,,,nhs_timeseries,20,3,none
12.514586448669434,15.27155269300648,0.96833354,0.8564664721488953,-15.746528736399696,-15.68558136984417,2.040780756173663,7.314012047386546,nhs_timeseries,20,7,no_agam
11.447065353393556,14.755724297239116,0.9702239,0.8659989833831787,-22.93353074345971,-18.53347589480417,2.239982583170421,8.50842193814512,nhs_timeseries,20,7,no_mtfm
10.724076271057127,14.817296535175643,0.9319266,0.8648783564567566,-27.80099800834928,-18.193534858700268,-1.7956995773931872,8.368009002679056,nhs_timeseries,20,7,no_pprm
14.853496551513672,18.112622895491885,0.9489672,0.7980937957763672,,,,,nhs_timeseries,20,7,none
11.533086776733398,15.64192247677795,0.92223895,0.8494200110435486,-21.597496683556937,-28.1679678421192,-1.75060729452288,19.94588889421948,nhs_timeseries,20,14,no_agam
15.08250617980957,22.941574857310773,0.9498214,0.6760832071304321,2.5316347370554344,5.354053847876701,1.187849123772173,-4.530856123712347,nhs_timeseries,20,14,no_mtfm
14.047879219055176,20.68866240125555,0.8847439,0.736578106880188,-4.501811320549214,-4.991942958622266,-5.745088217239815,4.011578042792298,nhs_timeseries,20,14,no_pprm
14.710100173950195,21.77569255231192,0.9386714,0.7081693410873413,,,,,nhs_timeseries,20,14,none
341.0751037597656,692.5912620369968,0.8997627,0.7638078331947327,0.6465274835416638,6.791263985778769,-1.0828088624946242,-3.668276058194287,region785,20,3,no_agam
335.0707092285156,689.6989605980278,0.9099773,0.7657763957977295,-1.1252859749895423,6.345297449055581,0.0401533814316451,-3.420000221010374,region785,20,3,no_mtfm
435.9614562988281,754.6625073501399,0.8588495,0.7195748090744019,28.646172674186403,16.362084623431873,-5.580682384532138,-9.246961276501796,region785,20,3,no_pprm
338.8841247558594,648.546740798225,0.90961206,0.7928933501243591,,,,,region785,20,3,none
416.3612365722656,807.7629602798088,0.85010755,0.6787232160568237,2.4417159340790398,3.666874140274602,-0.7434484369070833,-3.1846952883092428,region785,20,5,no_agam
451.1134948730469,910.5546043483608,0.8578597,0.5917525887489319,10.992178033349102,16.85897250615563,0.1616743045623067,-15.590470698053736,region785,20,5,no_mtfm
500.26568603515625,917.7516684811856,0.773944,0.5852735042572021,23.08560643705791,17.782631027683504,-9.636124813917514,-16.514668551434795,region785,20,5,no_pprm
406.4371948242188,779.1910067499496,0.856475,0.7010495066642761,,,,,region785,20,5,none
555.5735473632812,1000.3315387910152,0.7634623,0.5072809457778931,-18.34285602022169,-19.319607416637357,12.240030579016636,108.70893081440208,region785,20,10,no_agam
585.7775268554688,1055.2428038134162,0.7811489,0.4517025351524353,-13.903532524959768,-14.890813314423276,14.84021728743542,85.84248815664476,region785,20,10,no_mtfm
531.5111083984375,950.125814037278,0.81188047,0.5554980039596558,-21.87950756236589,-23.368882507932863,19.358203776802583,128.5467164515106,region785,20,10,no_pprm
680.3734741210938,1239.8694487727328,0.680205,0.2430566549301147,,,,,region785,20,10,none
792.1666259765625,1357.5718213044936,0.47307032,0.0925199389457702,3.8582160997920414,4.601518884880025,-3.082013249116411,-45.76969395451962,region785,20,15,no_agam
868.4852905273438,1392.382176343837,0.37128398,0.0453847646713256,13.864091247070828,7.283672383424514,-23.93499584912592,-73.39784584844223,region785,20,15,no_mtfm
915.2385864257812,1433.597746929033,0.4139617,-0.0119663476943969,19.993753554936227,10.45935061809488,-15.191605011336904,-107.01404156885732,region785,20,15,no_pprm
762.738525390625,1297.8509640941058,0.48811406,0.1706055998802185,,,,,region785,20,15,none
18.00522804260254,137.24122666631555,0.68400663,0.4224822521209717,-31.317308117660208,-1.6388307446632049,1.872542153265292,4.8141690438634015,spain-covid,20,3,no_agam
18.982288360595703,136.24475333934882,0.69036824,0.4308382272720337,-27.59021659666409,-2.3530059524563622,2.8200086754649902,6.887213740091153,spain-covid,20,3,no_mtfm
19.77010726928711,162.43289479812887,0.4603965,0.1910081505775451,-24.58500481946785,16.41610794341932,-31.43083736854158,-52.61254056736569,spain-covid,20,3,no_pprm
26.215087890625,139.52785200229738,0.67143375,0.4030774235725403,,,,,spain-covid,20,3,none
27.097257614135746,162.1619079037984,0.5141022,0.1937052011489868,8.06083787276924,-1.1755860080370015,6.072677072473481,11.064275666727257,spain-covid,20,7,no_agam
39.13697814941406,168.27370862860604,0.47126102,0.1317821145057678,56.07389909552044,2.5490564364949533,-2.766574445111364,-24.44041251037224,spain-covid,20,7,no_mtfm
26.06739616394043,174.13633981380795,0.28987584,0.0702310800552368,3.9538653965982222,6.121850434899895,-40.19106246300445,-59.731778035080346,spain-covid,20,7,no_pprm
25.075927734375,164.0909380115185,0.48466977,0.1744081974029541,,,,,spain-covid,20,7,none
17.0582275390625,167.26490030786496,0.3852079,0.142160952091217,-64.67211645427095,-15.007087809944192,56.39612100101858,-175.81165528728178,spain-covid,20,14,no_agam
28.218868255615234,170.22685920191913,0.35377124,0.1115103960037231,-41.55823697135216,-13.502017040586477,43.632697194736615,-159.46631320644363,spain-covid,20,14,no_mtfm
51.08042144775391,198.70017064033945,0.1537449,-0.2105777263641357,5.788434128965048,0.9662285649859114,-37.57888666434541,12.296982873707886,spain-covid,20,14,no_pprm
48.28544998168945,196.7986459080702,0.24630272,-0.1875185966491699,,,,,spain-covid,20,14,none
68.0164794921875,171.5903324418366,0.9225626,0.8509700298309326,-11.085091182838124,-0.3845152859368387,-0.4965988324216498,0.135647257652918,state360,20,3,no_agam
68.90577697753906,164.08898000589497,0.9304873,0.863715410232544,-9.922552259745997,-4.739369363573398,0.3581232246319407,1.6354261820809832,state360,20,3,no_mtfm
76.05742645263672,191.92381300922509,0.90207934,0.8135571479797363,-0.573519999944148,11.419934847237034,-2.705829985949672,-4.2668146488938365,state360,20,3,no_pprm
76.49614715576172,172.25267028953425,0.9271669,0.8498172760009766,,,,,state360,20,3,none
97.96361541748048,236.3064086096693,0.8490503,0.7173565030097961,11.961541546918175,17.98792955930254,-4.981532089299311,-9.989328324648683,state360,20,5,no_agam
91.3582000732422,222.4046495129992,0.86782515,0.7496337890625,4.412284801473271,11.046773021488752,-2.880411010544354,-5.939319458385365,state360,20,5,no_mtfm
104.05644989013672,248.80542724185096,0.8407874,0.6866658926010132,18.924975236474232,24.228696953682537,-5.906245381903219,-13.840248258364484,state360,20,5,no_pprm
87.49755859375,200.2801553449568,0.89356345,0.7969682812690735,,,,,state360,20,5,none
107.6622085571289,245.12999580579688,0.83594036,0.6958548426628113,-10.094469767017824,-5.744511789666411,1.1749794821625852,5.808952893949485,state360,20,10,no_agam
117.63490295410156,261.0489806769986,0.82039833,0.6550691723823547,-1.7665672501792142,0.3765330294946012,-0.7060931895303629,-0.3927558545863479,state360,20,10,no_mtfm
107.11823272705078,229.1333110194805,0.86527574,0.7342554330825806,-10.54872791472384,-11.895433178640744,4.725479747039656,11.647995771450988,state360,20,10,no_pprm
119.75037384033205,260.0697322354141,0.8262323,0.6576521396636963,,,,,state360,20,10,none
106.18395233154295,233.9688898256561,0.8596754,0.7229205965995789,-4.227111315777824,-4.876181837322348,2.958484183545791,4.199431433041318,state360,20,15,no_agam
120.64861297607422,255.24648014223428,0.82370603,0.6702327728271484,8.81932652483191,3.7745649936872687,-1.3493648164803895,-3.3948206969369723,state360,20,15,no_mtfm
117.62179565429688,266.6924727096736,0.8099087,0.6399941444396973,6.089280862932552,8.42811750867239,-3.001793375655348,-7.753318573616878,state360,20,15,no_pprm
110.87057495117188,245.9624669665069,0.83497286,0.693785548210144,,,,,state360,20,15,none
