model,timestamp,dataset,window,horizon,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,20250503_102930,japan,20,15,552.65027,450.8373,1426.0835354214005,1067.1447,0.7381160073555073,0.7369103656124436,0.029859353125,0.5170297523132901,0.4940123440401731,0.5192887783050537,0.5049689145798378,1297.0695
MSTAGAT-Net,20250503_103111,japan,20,15,507.46728515625,419.5617370605469,1345.5767815327374,1002.1934814453125,0.7930559984268581,0.7983212743022773,0.034869525,0.5700208356641655,0.5580407132103743,0.572005033493042,0.5692509488856539,1238.9840087890625
