model,timestamp,dataset,window,horizon,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,20250503_115028,state360,20,3,78.59724,86.51835,185.26596169426267,123.60899,0.909092310170268,0.7613335828469222,0.003322531640625,0.8262682163215331,-0.7604372701581114,0.8263463973999023,-0.0736186723319851,139.14877
MSTAGAT-Net,20250503_115141,state360,20,3,81.37865447998047,95.54973602294922,194.6404036133043,127.96381378173828,0.9014865402420571,0.7446295718846772,0.0028132607421875,0.8082417604017393,-0.7465518799310257,0.8084464073181152,-0.13301125959474214,146.9641876220703
