model,dataset,window,horizon,ablation,seed,use_adj,timestamp,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
EpiSIG-Net-V3,state360,20,14,no_pprm,1,True,20260205_002419,110.80736541748048,124.33258056640624,239.451684844772,160.50277709960938,0.8446775674819946,0.5787660479545593,0.0058094467967748,0.7097823619842529,-2.147294044494629,0.7098190784454346,-0.9175132513046264,188.29949951171875
MSTAGAT-Net,state360,20,14,no_pprm,5,False,20260127_055538,120.51152801513672,139.17164611816406,270.02551962731224,180.52227783203125,0.8144853115081787,0.5023042559623718,0.0057481448166072,0.6309394836425781,-3.283477783203125,0.6321010589599609,-2.061752319335937,202.23779296875
EpiSIG-Net-V3,state360,20,14,none,1,True,20260205_001815,110.80736541748048,124.33258056640624,239.451684844772,160.50277709960938,0.8446775674819946,0.5787660479545593,0.0058094467967748,0.7097823619842529,-2.147294044494629,0.7098190784454346,-0.9175132513046264,188.29949951171875
MSTAGAT-Net,state360,20,14,none,5,False,20260127_055005,112.0033721923828,133.44276428222656,269.6550168734118,174.14556884765625,0.7975001931190491,0.5220915675163269,0.004591567441821,0.6319515109062195,-2.0062415599823,0.6359903812408447,-1.109207272529602,210.97206115722656
EpiSIG-Net-V3,state360,20,15,none,1,True,20260204_205521,102.18156433105467,114.72042083740234,229.7360662940192,151.4805908203125,0.8680425882339478,0.6463392376899719,0.0055184410884976,0.7328554391860962,-1.293984293937683,0.7384754419326782,-0.4171855449676513,184.128158569336
EpiSIG-Net-V3,state360,20,15,none,2,True,20260204_205632,100.71053314208984,111.72742462158205,225.86660367626288,149.971435546875,0.8679737448692322,0.6436654925346375,0.0052320579998195,0.7417787313461304,-1.4049742221832275,0.7456954121589661,-0.5115068554878235,183.1707458496093
EpiSIG-Net-V3,state360,20,15,none,3,True,20260204_205749,99.3060531616211,108.91866302490234,222.33603509103065,148.57012939453125,0.8696433901786804,0.6433902382850647,0.0051250159740448,0.749788224697113,-1.322409987449646,0.7522284984588623,-0.4768115580081939,175.572021484375
EpiSIG-Net-V3,state360,20,15,none,4,True,20260204_205920,103.66993713378906,112.6002197265625,221.0295158457349,150.80125427246094,0.8679616451263428,0.6580235958099365,0.0059297839179635,0.7527202367782593,-2.5233521461486816,0.7527487874031067,-1.0406838655471802,175.05262756347656
MSTAGAT-Net,state360,20,15,none,5,False,20260127_030554,112.37704467773438,124.90008544921876,256.4851207916358,170.06405639648438,0.8173837065696716,0.5083593130111694,0.0058403746224939,0.6670244336128235,-2.445110321044922,0.6678674221038818,-1.2423791885375977,199.85888671875
EpiSIG-Net-V3,state360,20,15,none,5,True,20260204_210044,103.24102783203124,113.25509643554688,224.4194854925704,152.64370727539062,0.865587055683136,0.6103380918502808,0.005324968136847,0.7450768947601318,-1.9972212314605715,0.7451980710029602,-0.8550561666488647,175.57664489746094
EpiSIG-Net-V3,state360,20,15,none,6,True,20260204_210231,120.6481704711914,140.23143005371094,267.73109176933485,175.84420776367188,0.8117990493774414,0.5197360515594482,0.007074121851474,0.6371846199035645,-2.8597664833068848,0.6385021209716797,-1.5295815467834473,203.5212554931641
EpiSIG-Net-V3,state360,20,15,none,7,True,20260204_210447,108.80728912353516,121.50009155273438,236.7618298258822,160.72573852539062,0.8478590250015259,0.6557267904281616,0.0048262374475598,0.7162660360336304,-3.5110952854156494,0.7163866758346558,-1.840323567390442,186.4557342529297
EpiSIG-Net-V3,state360,20,15,none,8,True,20260204_210604,98.99024200439452,105.10755920410156,214.00271062827684,146.04161071777344,0.8764947056770325,0.668458104133606,0.0054436512291431,0.7681930065155029,-1.8606125116348269,0.7682046294212341,-0.4728808403015136,165.93507385253906
EpiSIG-Net-V3,state360,20,15,none,9,True,20260204_210716,105.1780014038086,116.09825897216795,230.05768637996,153.93006896972656,0.8573406338691711,0.6110353469848633,0.0063657653518021,0.7321069240570068,-1.5227452516555786,0.7334359288215637,-0.5623019933700562,184.4598846435547
EpiSIG-Net-V3,state360,20,15,none,10,True,20260204_211007,120.54627990722656,135.26905822753906,262.23714518065515,175.80972290039062,0.8292996883392334,0.5560795664787292,0.0071167703717947,0.6519221067428589,-4.148146629333496,0.655700147151947,-2.01993989944458,199.3304443359375
EpiSIG-Net,state360,20,15,none,20,True,20260203_001718,98.36614990234376,109.67945861816406,220.4836569198497,148.8363494873047,0.8691204786300659,0.6357297897338867,0.0037254870403558,0.7539401054382324,-1.5825302600860596,0.7540342807769775,-0.9156470894813538,174.3145751953125
MSTAGAT-Net,state360,20,15,none,30,False,20260127_030630,102.62999725341795,117.62889099121094,229.87447321853725,154.44680786132812,0.856692910194397,0.6509956121444702,0.0042836931534111,0.7325334548950195,-2.702333688735962,0.7331292629241943,-1.4265882968902588,181.0275421142578
EpiSIG-Net,state360,20,15,none,30,True,20260203_001852,113.1905746459961,131.54348754882812,259.0907026265126,171.50852966308594,0.817947506904602,0.5644828081130981,0.0034828626085072,0.6602247953414917,-2.630655765533448,0.6607311964035034,-1.8466155529022217,209.1600036621093
MSTAGAT-Net,state360,20,15,none,42,True,20260209_093628,102.3392562866211,124.97774505615234,245.19034378926915,153.24310302734375,0.875481367111206,0.7499076724052429,0.008448407985270023,0.719801664352417,-0.942604660987854,0.7260834574699402,-0.07337789982557297,195.33212280273438
MSTAGAT-Net,state360,20,15,none,45,False,20260127_030719,112.93870544433594,129.06451416015625,248.1240003128476,166.5487518310547,0.8321053981781006,0.5915144681930542,0.0044690580107271,0.6883798241615295,-3.0121049880981445,0.6897085905075073,-1.6878901720046997,205.4764404296875
EpiSIG-Net,state360,20,15,none,45,True,20260203_002201,102.68423461914062,118.25276184082033,240.85303318362008,157.27394104003906,0.8429259061813354,0.5671566724777222,0.0031580133363604,0.7063755393028259,-1.348904371261597,0.7091509103775024,-0.9605951309204102,189.7463836669922
EpiSIG-Net,state360,20,15,none,100,True,20260203_002355,110.90985107421876,126.54529571533205,256.116550617097,169.9428253173828,0.8270785212516785,0.5528320074081421,0.0033224269282072,0.6679807305335999,-3.068519830703736,0.6681320667266846,-2.2315964698791504,196.7945098876953
MSTAGAT-Net,state360,20,15,none,123,False,20260127_030804,114.11807250976562,128.3586883544922,252.0569519597704,170.9304656982422,0.8363074064254761,0.5781325101852417,0.0050268867053091,0.6784226894378662,-4.034584999084473,0.6796684265136719,-2.1632204055786133,193.24717712402344
EpiSIG-Net,state360,20,15,none,123,True,20260203_002543,108.37076568603516,124.57644653320312,247.87808873516835,165.23553466796875,0.8386093378067017,0.5768885612487793,0.0037723835557699,0.688997209072113,-2.7210335731506348,0.6894047260284424,-1.9428857564926147,187.7178192138672
EpiSIG-Net,state360,20,15,none,500,True,20260203_002701,101.28467559814452,113.30540466308594,226.221700578216,151.92535400390625,0.8619440793991089,0.5890520215034485,0.0035579067189246,0.7409661412239075,-1.5146541595458984,0.742584228515625,-0.9245760440826416,183.1336364746093
MSTAGAT-Net,state360,20,15,none,1000,False,20260127_030840,121.91553497314452,138.4116973876953,261.89928288370703,174.23561096191406,0.8147025108337402,0.517434298992157,0.0079055735841393,0.6528184413909912,-3.1597368717193604,0.6540488004684448,-1.4881271123886108,196.2222137451172
EpiSIG-Net,state360,20,15,none,1000,True,20260203_002829,103.10360717773438,115.75413513183594,229.42767617214363,154.224609375,0.8568646311759949,0.6011519432067871,0.0035232456866651,0.7335721254348755,-1.9108672142028809,0.7340356707572937,-1.18520188331604,182.2188262939453
