model,dataset,window,horizon,timestamp,loss,mae,std_mae,rmse,rmse_states,pcc,pcc_states,r2,r2_states,peak_mae
MSTAGAT-Net,region785,20,15,20250426_001300,4.5296616982510785e-05,722.993,383.51273,1192.718428632676,1034.5883,0.5589099316919973,0.15117197441708402,0.2995335192533408,-0.5336773332556387,525.8989
