MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
391.8414,342.11163,1087.471378933717,793.99036,0.8848976597214671,0.8974981465136349,0.049656996875,0.7191553859333716,0.7286986763458918,0.7200556993484497,0.7345817659763579,282.36823
