model,dataset,window,horizon,timestamp,loss,mae,std_mae,rmse,rmse_states,pcc,pcc_states,r2,r2_states,peak_mae
MSTAGAT-Net,japan,20,10,20250422_225044,4.413097447186346e-05,541.74,455.87128,1484.057108065589,1103.5042,0.7776997905999845,0.7747819813545516,0.4769639426695958,0.4625616119699586,414.2132
MSTAGAT-Net,japan,20,10,20250422_225340,3.68868729963959e-05,476.75482177734375,408.4808654785156,1343.8314161382,991.851318359375,0.8275757548129041,0.8354403959270617,0.5711355897110411,0.5729736867151816,381.8201904296875
MSTAGAT-Net,japan,20,10,20250428_191858,4.0526080120773844e-05,492.966064453125,425.9498596191406,1397.63094198719,1034.0166015625,0.8030518048606035,0.8108167021801103,0.5361095422455526,0.5342721800311485,1430.9066162109375
