MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
556.53766,467.63107,1421.4209439852784,1057.4994,0.7433873474575309,0.7561796046360845,0.04901990625,0.5201827348118757,0.5109205762721809,0.520666241645813,0.5217948340355082,381.9252
