model,timestamp,dataset,window,horizon,loss,rmse,mae,pcc,r2,peak_mae
MSTAGAT_NET,20250422_205425,japan,20,5,0.0258797893566744,0.1606100503387934,0.07178926,0.8852703078241909,0.6979793838330285,0.0
MSTAGAT_NET,20250422_210401,japan,20,5,0.0258797893566744,1118.758240193117,374.894287109375,0.88469383235302,0.7027629779516633,1101.265625
MSTAGAT_NET,20250422_211030,japan,20,5,0.025879789356674468,1118.758240193117,374.894287109375,0.88469383235302,0.7027629779516633,1101.265625
