model,dataset,window,horizon,ablation,seed,use_adj,timestamp,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,region785,20,5,none,123,True,20260127_025127,502.8172607421875,310.340576171875,894.2645372036174,751.9729614257812,0.7844552993774414,0.626559317111969,7.359644627058516e-08,0.6062292456626892,0.3076700866222381,0.6119692921638489,0.3723464608192444,642.4448852539062
MSTAGAT-Net,region785,20,5,none,1000,True,20260127_025152,493.1869201660156,317.9595947265625,888.9726162824139,739.92919921875,0.7868572473526001,0.6607270240783691,8.666133766155326e-08,0.6108758449554443,0.3218719363212585,0.6110080480575562,0.3955214619636535,630.82421875
EpiSIG-Net-V3,region785,20,7,no_agam,1,True,20260205_001154,603.794677734375,375.383544921875,997.3113230080164,836.5828857421875,0.7143312692642212,0.4867850840091705,9.375490606089445e-08,0.5102517008781433,0.1601494252681732,0.5102651715278625,0.206794336438179,739.7579345703125
MSTAGAT-Net,region785,20,7,no_agam,5,True,20260127_054506,516.4693603515625,352.2252197265625,979.8267385104368,798.7369384765625,0.8223563432693481,0.7153943777084351,7.648475985888582e-08,0.527273416519165,0.312234103679657,0.5999107956886292,0.4800219535827636,715.3460693359375
EpiSIG-Net-V3,region785,20,7,no_mtfm,1,True,20260205_001338,603.794677734375,375.383544921875,997.3113230080164,836.5828857421875,0.7143312692642212,0.4867850840091705,9.375490606089445e-08,0.5102517008781433,0.1601494252681732,0.5102651715278625,0.206794336438179,739.7579345703125
MSTAGAT-Net,region785,20,7,no_mtfm,5,True,20260127_054619,643.8346557617188,376.76470947265625,1081.6889571406375,932.2041015625,0.6778347492218018,0.5710397958755493,1.0098293756755085e-07,0.423875629901886,-0.2796507477760315,0.4271910786628723,0.0012832283973693,851.7522583007812
EpiSIG-Net-V3,region785,20,7,no_pprm,1,True,20260205_001521,603.794677734375,375.383544921875,997.3113230080164,836.5828857421875,0.7143312692642212,0.4867850840091705,9.375490606089445e-08,0.5102517008781433,0.1601494252681732,0.5102651715278625,0.206794336438179,739.7579345703125
MSTAGAT-Net,region785,20,7,no_pprm,5,True,20260127_054725,705.9593505859375,509.5873718261719,1194.1920385767107,985.3103637695312,0.7081396579742432,0.5711182355880737,7.121133194232243e-08,0.297801673412323,-0.0757932886481285,0.4771368503570556,0.3263835310935974,970.5568237304688
EpiSIG-Net-V3,region785,20,7,none,1,True,20260205_001011,603.794677734375,375.383544921875,997.3113230080164,836.5828857421875,0.7143312692642212,0.4867850840091705,9.375490606089445e-08,0.5102517008781433,0.1601494252681732,0.5102651715278625,0.206794336438179,739.7579345703125
MSTAGAT-Net,region785,20,7,none,5,True,20260127_054416,524.3209838867188,344.0606689453125,935.3509034047062,782.4388427734375,0.7955999374389648,0.6754179000854492,6.604687285971522e-08,0.5692149996757507,0.3002266883850097,0.6277974247932434,0.4454725384712219,731.109375
EpiSIG-Net-V3,region785,20,10,none,1,True,20260204_194937,687.4692993164062,435.0414733886719,1213.3930216545668,1002.8671875,0.6059002876281738,0.247892141342163,1.2148659322974709e-07,0.2750393748283386,-0.1085785403847694,0.3378856778144836,0.0630167424678802,879.0701904296875
EpiSIG-Net-V3,region785,20,10,none,2,True,20260204_195132,656.5388793945312,403.7044982910156,1151.6477868688846,957.1787109375,0.6523762941360474,0.3606152236461639,1.285147135376974e-07,0.3469434380531311,-0.0526954643428325,0.3936411142349243,0.1258282214403152,834.2197875976562
EpiSIG-Net-V3,region785,20,10,none,3,True,20260204_195404,523.35009765625,311.12164306640625,967.2742630712346,813.226806640625,0.754085898399353,0.504024088382721,8.592010658503568e-08,0.5393079519271851,0.1870478093624115,0.5584876537322998,0.2391163408756256,680.2760620117188
EpiSIG-Net-V3,region785,20,10,none,4,True,20260204_195505,656.7077026367188,394.655517578125,1138.6845480641248,950.2732543945312,0.6362215280532837,0.3376176059246063,1.3230783224571496e-07,0.3615626692771911,-0.0667892694473266,0.3824220895767212,0.081072099506855,787.31201171875
EpiSIG-Net-V3,region785,20,10,none,5,True,20260204_195652,534.2930908203125,342.04840087890625,924.5333958273222,770.5861206054688,0.7782012224197388,0.708977997303009,8.067959811342008e-08,0.5791215896606445,0.3277688324451446,0.593472421169281,0.3964844346046448,722.4835205078125
EpiSIG-Net-V3,region785,20,10,none,6,True,20260204_195814,531.0936279296875,345.87115478515625,985.2521885283992,816.1397094726562,0.7692621946334839,0.6551151275634766,6.489467097026136e-08,0.5220237970352173,0.2526221871376037,0.5877336263656616,0.3825112283229828,741.8434448242188
EpiSIG-Net-V3,region785,20,10,none,7,True,20260204_200002,612.9056396484375,387.083740234375,1065.0595640620293,890.8953857421875,0.6960060000419617,0.4570888578891754,9.1036383764731e-08,0.4414536356925964,0.0660334229469299,0.4826158881187439,0.159377783536911,810.5145263671875
EpiSIG-Net-V3,region785,20,10,none,8,True,20260204_200130,594.1292724609375,415.6179809570313,1104.5187866215767,901.51123046875,0.7046620845794678,0.6262341737747192,7.05934866118696e-08,0.3992999792098999,0.1543758809566497,0.4914915561676025,0.3367886543273926,831.5875244140625
EpiSIG-Net-V3,region785,20,10,none,9,True,20260204_200333,620.1253051757812,358.3675842285156,1028.7683169693748,882.5758666992188,0.703762412071228,0.5528727769851685,1.1419331968909321e-07,0.4788693189620971,-0.1035785898566246,0.4906501173973083,0.0910363644361496,801.8245849609375
EpiSIG-Net-V3,region785,20,10,none,10,True,20260204_200454,671.5151977539062,411.49267578125,1188.3606880909515,985.3821411132812,0.6152987480163574,0.3286963701248169,1.3174944513139053e-07,0.3046427369117737,-0.0913136452436447,0.3465985059738159,0.1053615361452102,836.1065673828125
