model,dataset,window,horizon,seed,mae,std_mae,rmse,rmse_states,pcc,pcc_states,mape,r2,r2_states,var,var_states,peak_mae,num_scales,kernel_size,temp_conv_out_channels,attention_reg_weight
MSTAGAT_Net,japan,20,5,42,366.25366,337.902,1125.9278396060736,807.56036,0.8683789009007952,0.8913852862715476,0.0132819796875,0.6989410357485726,0.7284247132901405,0.7013252973556519,0.7349836953142856,291.38815,6,9,64,0.0001
japan,5,408.2272,377.3719,1178.8243083682996,846.47833,0.8372751271219229,0.8604166442013872,0.0369065875,0.6699888611063964,0.7025275669281511,0.6733152866363525,0.7102839540927968,311.3463
japan,5,543.8619,474.43246,1329.2426415068094,972.4108,0.7885534474880436,0.8149537839275149,0.08668676875,0.5803966301645922,0.6014120769381911,0.5804583430290222,0.6059286873391334,342.83612
