model,timestamp,dataset,window,horizon,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,20250505_153726,state360,20,15,107.852974,124.617065,243.71217655258837,161.98212,0.8382454590789875,0.6087968535004535,0.0049047640625,0.6993629785004278,-2.838790761512346,0.6996755003929138,-1.5227913759192642,190.46196
