model,timestamp,dataset,window,horizon,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,20250505_182139,ltla_timeseries,20,14,106.41995,76.484535,196.08480308274784,158.02666,0.5166343551999448,0.3149490946482912,8.172560334205627e-08,0.18483647378904489,-0.2641410149402254,0.26324594020843506,0.08257017965598773,108.82236
