model,timestamp,dataset,window,horizon,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,20250505_150429,state360,20,3,64.527596,72.76978,154.35528087621427,101.216545,0.9379066363173052,0.813346265032069,0.0026502853515625,0.8794045364085342,0.25959037207849756,0.8794793486595154,0.5113981524292304,115.216774
