,MAE,RMSE,PCC,R2,MAE_CHANGE,RMSE_CHANGE,PCC_CHANGE,R2_CHANGE
none,23.065851,135.95643546279817,0.6766630205595252,0.4332446729594574,,,,
no_agam,17.36207,134.94161787371235,0.6929989687281215,0.4416739045988325,-24.728248699776998,-0.7464285053012498,2.4141925407846694,1.9456053739324082
no_mtfm,19.12733,136.55710086581,0.6919432752649841,0.4282256413021906,-17.075116803624535,0.4418072605148624,2.258177887839036,-1.1584750997588098
no_pprm,20.139269,162.78036511086034,0.4848046620462127,0.1875434571976971,-12.687942881448423,19.729797678758665,-28.353604775781445,-56.71188386077461
