model,timestamp,dataset,window,horizon,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,20250505_141154,japan,20,15,498.7348,422.56342,1351.2765261041131,998.39996,0.8098887855690757,0.8215144598793901,0.050036690625,0.5663704216575263,0.5672618845754583,0.573240339756012,0.5858392449135476,1322.8947
