,MAE,RMSE,PCC,R2,MAE_CHANGE,RMSE_CHANGE,PCC_CHANGE,R2_CHANGE
none,203.30873,579.4369573128728,0.9902167423722656,0.9104219938245532,,,,
no_agam,214.45256,591.2546511444963,0.9910348172595584,0.9067308214439012,5.48123536062618,2.0395133038161424,0.08261573979580793,-0.40543532622119505
no_mtfm,272.73608,689.6176476860203,0.9879266557441184,0.873116326245384,34.148730357028946,19.01512994340372,-0.23127124902583016,-4.0976237208916055
no_pprm,307.6272,877.3630234971155,0.9836308117985166,0.79462494072214,51.31037412904011,51.41647636109868,-0.6650999010551037,-12.719052690716131
