model,timestamp,dataset,window,horizon,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,20250505_134639,japan,20,3,348.90765,308.29855,1074.5900381075567,779.9808,0.9040302044130449,0.9146100133297691,0.036668696875,0.7257693091786415,0.735695234475146,0.7363602519035339,0.7587331951932704,1110.0615
