,MAE,RMSE,PCC,R2,MAE_CHANGE,RMSE_CHANGE,PCC_CHANGE,R2_CHANGE
none,83.148895,163.4359763313298,0.7284235574519138,0.4336925829800889,,,,
no_agam,79.219734,161.46824499146882,0.7600505250855712,0.4472469836509337,-4.725451853569424,-1.2039768623964746,4.341837562789873,3.125347585542426
no_mtfm,81.205925,161.75886881597867,0.7415987392162351,0.4452554306565885,-2.3367358038853103,-1.0261556561764464,1.8087253809321038,2.666139134095009
no_pprm,97.204506,192.88570328370636,0.6425935101612646,0.2112180794870766,16.90414647121889,18.01912137917164,-11.782986205291024,-51.29774227732786
