,MAE,RMSE,PCC,R2,MAE_CHANGE,RMSE_CHANGE,PCC_CHANGE,R2_CHANGE
none,553.9656,1365.2919101789184,0.8146722205443166,0.5573286004563289,,,,
no_agam,496.0621,1486.6102380920158,0.7934067971962266,0.4751627072619154,-10.452544345713886,8.88588931118759,-2.610304219515634,-14.74280938159962
no_mtfm,484.94373,1309.0688962006543,0.8291723848991805,0.5930364932910956,-12.459594964019423,-4.118021469188683,1.7798771075286857,6.406972978872759
no_pprm,466.8851,1429.5645315969475,0.8150419510723287,0.5146690883459317,-15.719477888157671,4.707610214258597,0.04538396163367435,-7.654283680304311
