model,timestamp,dataset,window,horizon,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,20250504_020427,japan,20,5,418.39072,379.58102,1208.357459529257,875.4896,0.8474494889007138,0.8672187281100758,0.0314238,0.6532461665576821,0.678871160682697,0.6561689972877502,0.6873486739523867,1196.3281
