model,timestamp,dataset,window,horizon,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,20250504_043109,nhs_timeseries,20,14,28.974081,15.6162815,34.721901929946355,31.001524,0.921620714012649,0.9159150823564256,1.1593998670578003e-07,0.2580168874743807,-0.2689937668678005,0.7683199048042297,0.8253674251692635,5.828348
