model,timestamp,dataset,window,horizon,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,20250504_030727,state360,20,3,77.582695,86.97142,175.46449516212675,116.35255,0.9204541512234286,0.8111536742951917,0.003103596484375,0.8441644567456338,0.06634373631429118,0.8445565104484558,0.4144657789444437,132.4187
