model,dataset,window,horizon,ablation,seed,use_adj,timestamp,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak,sim_mat
MSTAGAT-Net,ltla_timeseries,20,7,none,45,False,20260127_044006,80.9021987915039,58.96752548217773,163.34114033212822,130.6801300048828,0.7488797903060913,0.6687495708465576,5.0040995347444563e-08,0.4343496561050415,0.139626920223236,0.5001246929168701,0.3654012084007263,84.54732513427734,default
MSAGAT-Net.pprm-multistep,ltla_timeseries,20,7,none,45,True,20260811_031225,45.11637115478516,36.670372009277344,87.06596872576708,66.72434997558594,0.8319112658500671,0.7185543179512024,,0.6666479706764221,0.441251128911972,0.681533694267273,0.5063418745994568,50.29726028442383,default
MSAGAT-Net.sgate,ltla_timeseries,20,7,none,45,True,20260811_033452,45.48924255371094,38.2034797668457,89.52211995332495,67.91001892089844,0.8357870578765869,0.7336711883544922,,0.647574782371521,0.4270838797092438,0.677167534828186,0.5268605947494507,51.133975982666016,default
MSAGAT-Net.pprm-multistep.sgate,ltla_timeseries,20,7,none,45,True,20260811_035851,45.05042266845703,36.73996353149414,87.18890007836433,66.747314453125,0.8330574631690979,0.7210257053375244,,0.6657059788703918,0.4411221444606781,0.6823093891143799,0.5104648470878601,50.29969787597656,default
MSAGAT-Net.loggrowth,ltla_timeseries,20,7,none,45,True,20260811_052026,48.80168914794922,44.70896911621094,98.34752832748264,71.74949645996094,0.8008186221122742,0.7383080124855042,,0.5746630430221558,0.3755082190036773,0.6111868023872375,0.5049780011177063,54.80961990356445,default
MSAGAT-Net,ltla_timeseries,20,7,none,45,True,20260811_091035,47.91388320922852,42.02349472045898,95.65243683187065,70.867919921875,0.8160754442214966,0.7470335364341736,,0.5976552963256836,0.3791244626045227,0.6333199143409729,0.5196011066436768,53.507755279541016,default
MSAGAT-Net.loggrowth.quant,ltla_timeseries,20,7,none,45,True,20260814_032313,43.43429513915007,39.20931947740663,87.76049005102414,64.16189113155339,0.8417596584493299,0.7926313110605356,,0.6613084877209663,0.496765036179928,0.6834330041178842,0.5849252443360711,48.17050660087122,default
MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,ltla_timeseries,20,7,none,45,True,20260819_093925,43.2900470924672,39.54108070730979,88.14032623107632,63.85899886708999,0.8498990856708594,0.8077404162007534,,0.6583703617069502,0.5025709446664581,0.6869348761923268,0.6030830798463517,48.27652835124345,default
MSTAGAT-Net,ltla_timeseries,20,7,none,123,False,20260127_044754,79.59580993652344,58.02037811279297,161.4917821535356,129.22933959960938,0.7493313550949097,0.6659256815910339,4.665380259893937e-08,0.4470858573913574,0.1604643017053604,0.5088632702827454,0.374652624130249,83.8526840209961,default
MSAGAT-Net,ltla_timeseries,20,7,none,123,True,20260811_091047,43.7364387512207,34.52569580078125,81.62889120223458,63.33098983764648,0.8482718467712402,0.7328931093215942,,0.7069821953773499,0.490428626537323,0.7169303297996521,0.5277603268623352,49.035682678222656,default
MSAGAT-Net.loggrowth.quant,ltla_timeseries,20,7,none,123,True,20260814_032228,39.58256530863578,31.24076109548424,77.95711524910028,59.67870721337708,0.8624855084232245,0.7768655833527629,,0.7327499754117646,0.5536499994526112,0.7423381454968018,0.5906270231778179,44.241105335971255,default
MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,ltla_timeseries,20,7,none,123,True,20260819_094055,38.57431671829466,31.466642224062547,77.75717709050306,58.54231690838365,0.8680917593558931,0.80138237238304,,0.7341190603677926,0.5757729261350758,0.7485632238678404,0.6275684459362342,43.17904271135587,default
MSTAGAT-Net,ltla_timeseries,20,7,none,1000,False,20260127_045807,81.62549591064453,58.74797058105469,161.0423808737936,129.07164001464844,0.7361893653869629,0.6501628756523132,5.6946451110206935e-08,0.4501588940620422,0.1674780696630478,0.5001205205917358,0.3601208627223968,84.30439758300781,default
MSAGAT-Net,ltla_timeseries,20,7,none,1000,True,20260811_091058,44.32180404663086,35.68117141723633,84.29222502235156,64.66707611083984,0.8414590954780579,0.7310973405838013,,0.6875494718551636,0.4742093682289123,0.6977095007896423,0.5265476107597351,49.15013885498047,default
MSAGAT-Net.loggrowth.quant,ltla_timeseries,20,7,none,1000,True,20260814_032215,41.70198948274682,34.802124666497065,82.25802894881667,61.600218367488566,0.848397147248453,0.7831660575044688,,0.7024480289051607,0.5312068265515157,0.7140511695576984,0.5836766603438415,46.498166283207325,default
MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,ltla_timeseries,20,7,none,1000,True,20260819_094212,41.86926348244173,37.67202647533148,85.63674658534393,62.37783478696884,0.8441299222689184,0.8020275639792581,,0.6775023507485095,0.526136847959763,0.6971962879864672,0.6062277362276047,46.71091190552314,default
EpiSIG-Net-V3,ltla_timeseries,20,14,no_agam,1,True,20260204_232358,91.42431640625,65.24070739746094,176.28715809546367,142.052978515625,0.6230639219284058,0.3871719241142273,6.208029645904389e-08,0.3411323428153991,-0.0102092297747731,0.3842864632606506,0.1475108414888382,95.65411376953124,default
MSAGAT-Net,ltla_timeseries,20,14,no_agam,5,False,20260410_161914,62.737152099609375,48.6064453125,117.20524448990112,91.96896362304688,0.646169900894165,0.3571299910545349,,0.3959118723869324,-0.0974835231900215,0.4174925088882446,0.0307884942740201,68.64166259765625,default
MSTAGAT-Net,ltla_timeseries,20,14,no_agam,5,True,20260209_082110,63.40325546264648,48.14370727539063,118.19826596919684,93.13831329345705,0.6407515406608582,0.3480485379695892,5.6535625958531455e-08,0.3856322169303894,-0.1249105259776115,0.4088689088821411,-0.0086949272081255,69.8955078125,default
MSAGAT-Net,ltla_timeseries,20,14,no_agam,42,True,20260410_204348,67.01500701904297,48.861812591552734,118.17120045589576,94.42489624023438,0.631434977054596,0.3538538217544555,,0.3859135508537292,-0.2251752614974975,0.3885164856910705,-0.0192135050892829,70.7630844116211,default
EpiSIG-Net-V3,ltla_timeseries,20,14,no_mtfm,1,True,20260204_234644,91.42431640625,65.24070739746094,176.28715809546367,142.052978515625,0.6230639219284058,0.3871719241142273,6.208029645904389e-08,0.3411323428153991,-0.0102092297747731,0.3842864632606506,0.1475108414888382,95.65411376953124,default
MSAGAT-Net,ltla_timeseries,20,14,no_mtfm,5,False,20260410_162252,66.61758422851562,58.080108642578125,126.11228952926236,95.09169006347656,0.6233928203582764,0.5376763939857483,,0.3006073832511902,-0.1669766753911972,0.3731822371482849,0.2066354304552078,73.1595458984375,default
MSTAGAT-Net,ltla_timeseries,20,14,no_mtfm,5,True,20260209_083728,67.43749237060547,49.10471725463867,118.33244021083144,94.65950775146484,0.6288780570030212,0.3472194075584411,7.003666269156383e-08,0.3842366337776184,-0.2388767898082733,0.3880671858787536,-0.0052010845392942,71.94062805175781,default
MSAGAT-Net,ltla_timeseries,20,14,no_mtfm,42,True,20260410_204830,64.70256042480469,49.163818359375,117.5049949071315,92.60301208496094,0.6408012509346008,0.347573846578598,,0.3928180336952209,-0.1257608383893966,0.4102629423141479,0.0076918620616197,70.4488525390625,default
EpiSIG-Net-V3,ltla_timeseries,20,14,no_pprm,1,True,20260205_000915,91.42431640625,65.24070739746094,176.28715809546367,142.052978515625,0.6230639219284058,0.3871719241142273,6.208029645904389e-08,0.3411323428153991,-0.0102092297747731,0.3842864632606506,0.1475108414888382,95.65411376953124,default
MSAGAT-Net,ltla_timeseries,20,14,no_pprm,5,False,20260410_163016,64.081298828125,56.2087516784668,122.75063247673106,92.38998413085938,0.6406737565994263,0.5390548706054688,,0.3373965620994568,-0.0733621194958686,0.3973851799964905,0.2161858528852462,70.631591796875,default
MSTAGAT-Net,ltla_timeseries,20,14,no_pprm,5,True,20260209_085201,63.14004898071289,46.79984664916992,113.37222209248392,89.7398452758789,0.6661452054977417,0.4170275926589966,6.3173132502925e-08,0.4347773790359497,-0.0706104412674903,0.4394212365150451,0.0475421398878097,68.12196350097656,default
MSAGAT-Net,ltla_timeseries,20,14,no_pprm,42,True,20260410_205558,76.50222778320312,72.73297882080078,144.44316572617757,105.23350524902344,0.4809584021568298,0.4086672067642212,,0.0825123786926269,-0.3586800694465637,0.2309318780899047,0.1587938666343689,85.71577453613281,default
EpiSIG-Net-V3,ltla_timeseries,20,14,none,1,True,20260204_230105,91.42431640625,65.24070739746094,176.28715809546367,142.052978515625,0.6230639219284058,0.3871719241142273,6.208029645904389e-08,0.3411323428153991,-0.0102092297747731,0.3842864632606506,0.1475108414888382,95.65411376953124,default
EpiSIG-Net-V3,ltla_timeseries,20,14,none,2,True,20260204_184141,95.3174285888672,68.41499328613281,185.91116410129865,150.1685791015625,0.613673210144043,0.3735466301441192,5.437941652530753e-08,0.2672297954559326,-0.139208972454071,0.3599076867103576,0.140273630619049,101.2208023071289,default
EpiSIG-Net-V3,ltla_timeseries,20,14,none,3,True,20260204_184645,127.05587768554688,96.06360626220705,230.98062858441185,185.30401611328125,0.3624400198459625,0.1270916610956192,6.979728084388628e-08,-0.1311181783676147,-0.8066774606704712,0.1295697093009948,0.0250964779406785,135.2796630859375,default
EpiSIG-Net-V3,ltla_timeseries,20,14,none,4,True,20260204_185507,95.3501205444336,68.48039245605469,187.0375129486061,151.23007202148438,0.6128934025764465,0.3724851012229919,5.18506517721562e-08,0.2583238482475281,-0.155274212360382,0.3593762516975403,0.1384303271770477,101.8619613647461,default
MSAGAT-Net,ltla_timeseries,20,14,none,5,False,20260410_161626,62.74916076660156,51.169551849365234,120.08290186497202,93.00342559814452,0.6511424779891968,0.4260066747665405,,0.3658841848373413,-0.113041304051876,0.4183413386344909,0.1310997456312179,69.9005355834961,default
MSTAGAT-Net,ltla_timeseries,20,14,none,5,True,20260209_081614,62.23435592651367,48.31768035888672,116.44581961689308,91.42649841308594,0.6587583422660828,0.4086402952671051,5.31909627454752e-08,0.4037147760391235,-0.0807342007756233,0.4338209629058838,0.0857499614357948,68.90367889404297,default
EpiSIG-Net-V3,ltla_timeseries,20,14,none,6,True,20260204_190858,94.36811065673828,67.35504150390625,185.64527456617364,150.02784729003906,0.609114944934845,0.3593591749668121,5.3353904405639696e-08,0.2693243026733398,-0.1347243040800094,0.3578509092330932,0.127909168601036,100.27457427978516,default
EpiSIG-Net-V3,ltla_timeseries,20,14,none,7,True,20260204_191614,100.01669311523438,71.62397766113281,195.5092109403033,158.36154174804688,0.6104831695556641,0.3597844839096069,5.1452179405941953e-08,0.1896151900291443,-0.2701342701911926,0.3345590829849243,0.1306848227977752,107.0015640258789,default
EpiSIG-Net-V3,ltla_timeseries,20,14,none,8,True,20260204_192038,93.96350860595705,67.76830291748047,183.8275665365508,148.2730712890625,0.6156067848205566,0.3807877600193023,5.505365052727029e-08,0.2835627794265747,-0.1051745489239692,0.3645411133766174,0.1443136632442474,99.53411102294922,default
EpiSIG-Net-V3,ltla_timeseries,20,14,none,9,True,20260204_192542,94.31145477294922,68.56484985351562,181.64201141944008,145.94192504882812,0.6156296133995056,0.4019626379013061,6.148547271322968e-08,0.3004971742630005,-0.0782018527388572,0.3642290830612182,0.1611119210720062,98.8179702758789,default
EpiSIG-Net-V3,ltla_timeseries,20,14,none,10,True,20260204_193050,94.35155487060548,67.9433822631836,185.28824672655307,149.46693420410156,0.6168820858001709,0.3853990733623504,5.423090598810632e-08,0.2721320390701294,-0.1263502985239029,0.3617922067642212,0.1487042903900146,100.30339050292967,default
MSTAGAT-Net,ltla_timeseries,20,14,none,30,False,20260127_051215,103.7146453857422,75.39480590820312,197.29762178622428,158.880126953125,0.5531662106513977,0.3940988481044769,6.57026077988121e-08,0.1747214794158935,-0.2875664532184601,0.2892924547195434,0.1256673038005828,108.76995849609376,default
MSAGAT-Net,ltla_timeseries,20,14,none,30,True,20260811_091121,63.09093475341797,48.73866653442383,118.81579180737089,93.4131317138672,0.6423369646072388,0.3524935841560364,,0.3791959285736084,-0.1296467930078506,0.4124826788902282,0.0272521153092384,69.51473999023438,default
MSAGAT-Net.loggrowth.quant,ltla_timeseries,20,14,none,30,True,20260814_032029,81.77900809235013,59.25387797475932,147.72061468325657,119.3916577565832,0.6097364755739649,0.3376066417286099,,0.0404039620026381,-0.920702197370805,0.0495991173716994,-0.8808700204249387,91.5762379882976,default
MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,ltla_timeseries,20,14,none,30,True,20260819_094931,62.13992473494149,44.89246469482377,112.77716955410015,90.58171571663677,0.6784152270653164,0.3581141337786802,,0.4406951116329604,-0.0825464726179907,0.4602206472816805,-0.0062409547356214,68.62344294875096,default
MSAGAT-Net,ltla_timeseries,20,14,none,42,True,20260811_091109,64.26478576660156,48.11547088623047,115.5720444611823,91.42327880859376,0.6528463959693909,0.3793818056583404,,0.4126299619674682,-0.1013223975896835,0.4243493676185608,0.0267745964229106,70.32920837402344,default
MSAGAT-Net.loggrowth.quant,ltla_timeseries,20,14,none,42,True,20260814_032044,61.34228574862266,51.05989453641836,117.00988453701112,89.63224095249119,0.693297864105364,0.4875592395515744,,0.3979239725216585,0.0021314536665492,0.4594844074523878,0.2010229958965669,68.41044622471806,default
MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,ltla_timeseries,20,14,none,42,True,20260819_094532,59.999000003112165,45.647503250799936,112.11592317222944,88.78940277150541,0.6898406073011524,0.3963108200603593,,0.4472346284287105,-0.0163054847353216,0.4744432291094874,0.0868601410333722,66.57829241458532,default
MSTAGAT-Net,ltla_timeseries,20,14,none,45,False,20260127_052032,106.08114624023438,76.0044174194336,199.87880116773263,161.24444580078125,0.5393355488777161,0.3385990858078003,7.36121421596181e-08,0.152986466884613,-0.3264867663383484,0.2689275741577148,0.08946443349123,109.72386932373048,default
MSAGAT-Net,ltla_timeseries,20,14,none,45,True,20260811_091133,62.1595458984375,47.71364212036133,116.39669004368209,91.72908020019533,0.6558827757835388,0.384042888879776,,0.4042178392410278,-0.0855220034718513,0.4301275610923767,0.0514119267463684,68.90948486328125,default
MSAGAT-Net.loggrowth.quant,ltla_timeseries,20,14,none,45,True,20260814_032058,69.15194621103059,51.13282075424463,122.7692609085299,98.5889956826952,0.6120002067055605,0.2858996700036567,,0.3371953958710468,-0.2902833818902557,0.3480950025172227,-0.236558605362904,76.4195029162588,default
MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,ltla_timeseries,20,14,none,45,True,20260819_095036,69.14007607929855,51.1274827852401,122.760467091656,98.57891803081372,0.6120331606330799,0.2859725336476529,,0.3372903442892669,-0.2899208403578537,0.3482302822474934,-0.2360719829828428,76.40770371379432,default
MSTAGAT-Net,ltla_timeseries,20,14,none,123,False,20260127_052937,104.82406616210938,75.55672454833984,194.90757024164043,156.70106506347656,0.5462700128555298,0.3990626633167267,7.968304061023447e-08,0.1945950388908386,-0.2519977986812591,0.2816922068595886,0.1030445098876953,107.07486724853516,default
MSAGAT-Net,ltla_timeseries,20,14,none,123,True,20260811_091144,64.60054779052734,49.02180862426758,118.02873474947742,93.14763641357422,0.6428312063217163,0.35206338763237,,0.3873933553695678,-0.1344659626483917,0.4130418300628662,0.0077635301277041,71.09542083740234,default
MSAGAT-Net.loggrowth.quant,ltla_timeseries,20,14,none,123,True,20260814_032014,68.93562471440097,50.70774131930612,124.0033932198171,99.68351082054691,0.6066604428097017,0.2753933436224051,,0.3238027930632059,-0.3222919535447314,0.3400944428723249,-0.2610601028623853,76.68510199205498,default
MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,ltla_timeseries,20,14,none,123,True,20260819_095138,68.9011561650987,50.67731822657283,123.95807939502016,99.64841443957576,0.6069202203951714,0.2751268185817346,,0.3242969002400087,-0.3210756877691157,0.3406752350455404,-0.2597464105149094,76.64557749278609,default
MSTAGAT-Net,ltla_timeseries,20,14,none,1000,False,20260127_053744,108.1790542602539,78.43077087402344,197.07426423812927,158.7002410888672,0.4894398152828216,0.2483717650175094,8.602861356621362e-08,0.1765889525413513,-0.2724147439002991,0.2393016815185547,0.0542325600981712,110.11498260498048,default
MSAGAT-Net,ltla_timeseries,20,14,none,1000,True,20260811_091156,62.49452590942383,47.87931442260742,115.88427433893912,91.34358978271484,0.6561143398284912,0.3804304003715515,,0.409451961517334,-0.0814133435487747,0.4303067326545715,0.0488659143447876,68.912109375,default
MSAGAT-Net.loggrowth.quant,ltla_timeseries,20,14,none,1000,True,20260814_031956,73.17839398334652,51.93875458542825,132.3920148062949,107.03618572096312,0.5792455430040753,0.2620392529783918,,0.2292211007539233,-0.5617553087858596,0.237558078287514,-0.5251838229924225,82.0347617453463,default
MSAGAT-Net.loggrowth.quant.exp-nodecay-regpre,ltla_timeseries,20,14,none,1000,True,20260819_095244,73.16172740261294,51.9303716863648,132.338004101099,106.9883300733423,0.5801599076435343,0.2626777515632921,,0.22984986707640975,-0.5607689513143206,0.23766988426969737,-0.5255308261918802,81.99031747880024,default
