,MAE,RMSE,PCC,R2,MAE_change,RMSE_change,PCC_change,R2_change
none,510.2231,1338.21546284595,0.7777359026547751,0.5747125895881366,0.0,0.0,0.0,0.0
no_eagam,556.53766,1421.4209439852784,0.7433873474575309,0.5201827348118757,9.077315393991368,6.217644575887455,-4.416480591933148,-9.488195624066515
no_dmtm,475.723,1288.6710208583104,0.8335818136012947,0.6056202790122178,-6.7617675483528625,-3.702276902575515,7.180575148439394,5.377938465943635
no_ppm,468.38388,1321.5082765537263,0.7989197765661397,0.5852654332352205,-8.200181450036272,-1.2484675865792891,2.7237875786695875,1.8361949674090974
