MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
445.68005,377.3041,1289.6608081197164,954.61816,0.8512983616880017,0.8583012449878956,0.033379371875,0.6050142221953361,0.6009258935457041,0.6161235570907593,0.6270512748271861,373.37067
