model,dataset,window,horizon,timestamp,loss,mae,std_mae,rmse,rmse_states,pcc,pcc_states,r2,r2_states,peak_mae
MSTAGAT-Net,japan,20,3,20250422_224620,2.1867914965825408e-05,342.43622,320.86594,1155.1227748598847,826.5365,0.8628180084082109,0.8865707367284154,0.6831259001496001,0.7133498930956464,300.07144
