MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
324.35785,309.16675,1045.185808839749,744.28235,0.8850216361370662,0.9059556040393689,0.01151499921875,0.7405716449193549,0.7705379863273144,0.7477701902389526,0.7848313133767311,279.56165
