MAE,std_MAE,RMSE,RMSEs,PCC,PCCs,MAPE,R2,R2s,Var,Vars,Peak
469.64532,398.9224,1376.0839363934165,1020.6206,0.8283414459060472,0.829821567343121,0.02690965,0.5503027257322699,0.5398825872129255,0.5631450414657593,0.5683662409478045,384.70496
